"term","nss.1987","nss.1988","nss.1990","nss.1991","nss.1993","nss.1994","nss.1995","nss.1996","nss.1997","nss.1998","nss.1999","nss.2001","nss.2002","nss.2006","nss.2010","nss.2015","termc"
"craft",1,0,0,0,1,0,0,0,1,0,2,1,0,0,1,0,"craft"
"crawl",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"crawl"
"creas",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"crease"
"creat",10,9,15,9,9,12,20,37,24,37,37,38,13,19,13,14,"create"
"creation",4,2,0,0,0,4,5,10,6,7,4,6,1,4,2,3,"creation"
"creativ",1,2,0,2,2,2,3,2,1,1,1,3,1,2,2,0,"creative"
"credibl",8,10,3,2,5,4,3,3,6,8,6,7,1,1,9,0,"credible"
"credit",0,1,0,0,0,0,0,0,0,5,0,4,2,0,0,0,"credit"
"creditor",0,0,0,2,0,0,0,1,0,0,1,1,0,0,0,0,"creditor"
"creed",0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,"creed"
"cri",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"crime"
"crime",0,0,0,0,1,0,1,20,19,66,38,43,0,4,3,7,"crime"
"crimefight",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"crimefighting"
"crimeterror",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"crimeterror"
"crimin",0,0,1,2,0,0,0,15,11,37,20,26,1,5,15,7,"criminal"
"crippl",0,0,0,0,0,0,0,1,0,1,1,2,0,0,0,0,"cripple"
"crise",9,3,1,9,8,6,7,14,16,28,21,29,3,4,8,4,"crises"
"crisestoday",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"crisestoday"
"crisi",10,5,11,27,7,3,6,11,15,35,20,24,3,3,5,9,"crisis"
"crit",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"crit"
"criteria",1,1,2,0,0,3,2,2,0,0,0,2,0,0,0,0,"criteria"
"critic",14,27,6,12,13,13,14,13,15,49,46,61,4,6,29,11,"critical"
"criticalcap",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"criticalcapabilities"
"criticalcompon",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"criticalcomponent"
"croat",0,0,0,0,0,1,1,1,0,0,0,3,0,0,0,0,"croat"
"croatia",0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,"croatia"
"croatian",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"croatian"
"croni",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"cronies"
"cronyism",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"cronyism"
"crop",0,0,0,1,0,0,0,0,3,8,2,4,1,1,0,1,"crop"
"cross",1,0,0,0,0,3,3,3,3,2,2,2,0,0,2,0,"cross"
"crossbord",0,1,0,0,0,1,1,1,1,2,1,4,0,0,0,0,"crossborder"
"crosscultur",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"crosscultural"
"crossroad",0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,"crossroads"
"crossserv",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,"crossservicing"
"crossstrait",0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,"crossstrait"
"crow",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"crowe"
"crucial",1,3,5,3,3,2,2,4,4,6,5,5,2,1,3,1,"crucial"
"crucibl",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"crucible"
"cruel",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"cruel"
"cruis",3,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,"cruise"
"crumbl",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"crumble"
"crusad",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,"crusade"
"crush",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"crush"
"cruz",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"cruz"
"csbms",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,"csbms"
"csce",0,3,4,2,3,0,2,2,0,0,0,0,0,0,0,0,"csce"
"csr",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"csr"
"cstatemnt",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"cstatemnt"
"ctbt",0,0,0,0,0,0,0,4,3,4,10,10,0,0,0,0,"ctbt"
"ction",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ction"
"ctive",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ctives"
"ctr",0,0,0,0,0,0,0,1,0,3,4,4,0,0,0,0,"ctr"
"cuba",3,4,1,3,3,3,4,6,3,5,2,1,0,2,0,2,"cuba"
"cuban",2,3,1,1,0,1,1,3,2,1,1,1,1,0,0,1,"cuban"
"culmin",0,1,1,0,0,2,2,2,0,0,0,0,0,1,0,0,"culminate"
"cult",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"cult"
"cultiv",0,1,1,2,0,0,0,0,1,2,3,4,0,1,6,1,"cultivate"
"cultur",2,1,5,6,1,4,4,5,3,6,5,7,2,7,7,0,"cultur"
"cumul",0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,"cumulative"
"curb",1,0,1,2,0,0,0,1,2,3,1,2,0,0,0,1,"curb"
"currenc",1,2,1,1,0,0,0,0,0,2,0,1,0,1,1,1,"currencies"
"current",9,14,5,3,3,9,9,9,9,13,5,16,2,10,2,4,"current"
"curriculum",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"curriculum"
"curs",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"curse"
"curtail",0,0,0,0,0,0,0,0,1,1,2,3,1,0,0,0,"curtail"
"curtain",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"curtain"
"curv",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"curve"
"cus",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"cus"
"cushion",0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,"cushion"
"cuss",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"cusses"
"custom",0,0,0,0,0,1,1,3,0,3,2,1,0,1,1,0,"customary"
"customari",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,""
"cut",6,9,1,1,1,2,2,2,3,4,2,3,5,3,3,2,"cut"
"cutback",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"cutbacks"
"cutoff",0,0,1,0,0,0,0,1,1,1,1,3,0,0,0,1,"cutoff"
"cuttingedg",0,0,0,0,0,0,0,0,0,1,1,1,0,1,2,0,"cuttingedge"
"cwc",0,0,0,0,0,1,1,1,3,4,3,2,0,0,0,0,"cwc"
"cyber",0,0,0,0,0,0,0,0,0,0,3,5,0,1,11,11,"cyber"
"cyberattack",0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,"cyberattack"
"cybercrim",0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,"cybercrime"
"cybercrimin",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,"cybercriminals"
"cybersecur",0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,6,"cybersecurity"
"cyberspac",0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,"cyberspace"
"cybertheft",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"cybertheft"
"cyberthreat",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"cyberthreats"
"cycl",0,1,1,0,1,0,0,0,0,1,1,0,0,1,4,0,"cycle"
"cynic",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"cynical"
"cyprus",0,1,0,0,0,1,1,1,2,2,4,4,0,0,1,0,"cyprus"
"czech",0,0,0,0,0,0,1,1,0,3,1,1,0,0,0,0,"czech"
"czechoslovakia",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"czechoslovakia"
"daejung",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,"daejung"
"daili",1,0,0,0,0,0,0,0,4,4,3,1,0,0,3,0,""
"dakar",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"dakar"
"dam",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"dam"
"damag",3,6,1,3,0,2,3,3,10,12,6,4,0,2,2,1,"damage"
"damagewil",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"damagewill"
"dampen",0,0,0,1,2,0,0,0,1,1,0,1,0,0,0,0,"dampen"
"danger",7,6,12,23,12,16,18,23,13,16,20,15,14,11,22,7,"danger"
"daniel",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"daniel"
"danub",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"danube"
"dar",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,"dar"
"dare",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"dares"
"darfur",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"darfur"
"dark",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"dark"
"darken",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"darken"
"darkest",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"darkest"
"data",0,0,3,0,0,2,2,2,2,2,1,3,0,0,4,0,"data"
"databas",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"databases"
"date",2,1,1,2,3,0,0,2,2,4,1,4,0,0,1,0,"date"
"daunt",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"daunting"
"david",1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"david"
"dawn",0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,"dawn"
"day",4,2,2,5,0,0,0,4,0,2,3,4,2,1,0,2,"day"
"daytoday",0,0,0,0,0,1,1,1,1,2,0,1,0,0,0,0,"daytoday"
"dayton",0,0,0,0,0,0,0,4,2,4,2,12,0,0,0,0,"dayton"
"dci",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"dci"
"ddoc",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ddocs"
"ddt",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"ddt"
"deactiv",0,0,0,1,0,0,2,2,0,2,2,3,0,0,0,0,"deactivate"
"dead",0,0,0,2,0,1,1,2,1,2,1,3,1,1,0,1,"dead"
"deadliest",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"deadliest"
"deadlin",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"deadlines"
"deal",19,19,6,9,3,9,5,7,5,10,4,7,3,1,4,4,"deal"
"dealer",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"dealers"
"dealt",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"dealt"
"dear",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"dear"
"death",0,0,0,0,0,1,1,2,0,1,1,3,1,1,0,3,"death"
"deb",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"deb"
"debark",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"debarkation"
"debat",0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,1,"debate"
"debateamong",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"debateamong"
"debilit",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"debilitating"
"debt",3,7,9,12,0,1,1,3,2,2,15,20,1,7,2,0,"debt"
"debtor",1,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,"debtor"
"debtserv",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"debtservicing"
"decad",16,6,10,8,5,4,5,5,5,10,5,9,6,10,9,12,"decade"
"decadeslong",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"decadeslong"
"decadesold",0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,"decadesold"
"decapit",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"decapitating"
"decay",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"decayed"
"deceit",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"deceit"
"decemb",0,2,2,1,0,6,14,22,0,4,8,7,0,0,1,0,"december"
"decentr",0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,"decentralization"
"decept",2,1,0,0,0,0,0,0,0,0,0,1,0,2,0,1,"deception"
"deci",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"deci"
"decid",1,1,1,1,1,4,4,3,0,2,4,3,0,1,1,0,"decide"
"decim",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"decimated"
"decis",11,7,5,8,2,15,20,25,5,24,23,28,6,3,8,5,"decision"
"decisionmak",0,0,0,0,0,2,3,2,0,2,2,0,0,0,0,1,"decisionmakers"
"declar",0,0,5,3,0,0,2,6,0,4,4,3,4,1,0,1,"declaration"
"declaratori",0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,""
"declin",3,6,1,4,2,3,2,3,1,3,0,6,0,0,2,3,"decline"
"decolon",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"decolonization"
"decommiss",0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,"decommissioning"
"decoupl",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"decouple"
"decreas",1,2,1,0,0,2,2,3,0,1,1,3,0,1,0,3,"decrease"
"dedic",0,0,4,2,2,1,1,2,1,3,3,3,0,0,3,0,"dedicate"
"deduct",0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,"deductibility"
"deed",0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,"deed"
"deem",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"deemed"
"deep",7,7,1,0,0,1,2,2,0,0,1,3,0,0,5,0,"deep"
"deepen",0,1,1,2,0,1,1,3,2,5,8,10,2,8,12,10,"deepen"
"deeper",0,0,2,0,0,0,0,0,1,0,0,2,0,3,2,1,"deeper"
"deepest",0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,"deepest"
"deepli",0,2,1,0,0,0,1,1,0,2,0,0,0,0,0,0,""
"deepseat",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"deepseated"
"deescal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"deescalate"
"def",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"def"
"defeat",6,3,4,2,2,8,10,13,7,6,5,9,12,10,15,11,"defeat"
"defect",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"defects"
"defenc",0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,"defence"
"defend",12,12,5,5,8,5,7,9,5,10,11,12,18,6,14,8,"defend"
"defens",121,92,84,42,35,27,32,40,26,51,43,72,24,16,15,8,"defense"
"defenseindustri",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"defenseindustrial"
"defenserel",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"defenserelated"
"defensereli",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"defensereliant"
"defensethat",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"defensethat"
"defensewel",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"defensewell"
"defer",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"defer"
"defi",0,0,0,0,0,0,0,0,2,4,2,1,0,3,1,0,"defiance"
"defianc",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"defiance"
"defici",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"deficiencies"
"deficit",2,3,9,4,2,7,10,11,2,2,0,0,0,1,8,0,"deficit"
"defil",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"defiles"
"defin",3,1,4,0,7,3,5,4,4,4,6,14,0,1,2,6,"define"
"definit",0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,"definition"
"deflat",0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,"deflate"
"deflect",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"deflect"
"deforest",0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,"deforestation"
"defus",0,0,0,0,0,1,1,1,1,1,2,3,4,3,0,0,"defuse"
"degener",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"degenerate"
"degrad",0,1,0,4,6,6,6,7,1,1,5,6,0,2,1,6,"degradation"
"degre",1,2,4,1,0,1,1,1,2,1,2,6,0,0,0,0,"degree"
"deklerk",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"deklerk"
"delano",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"delano"
"delay",0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,"delay"
"deleg",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"delegation"
"delegitim",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"delegitimize"
"deliber",0,1,1,3,0,0,1,0,0,0,0,1,2,6,5,2,"deliberate"
"delink",0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,"delink"
"deliv",1,2,0,3,2,4,3,4,1,5,10,4,4,3,5,6,"deliver"
"deliveri",4,4,4,2,1,3,5,7,2,8,6,12,1,2,1,1,"deliveries"
"delud",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"delude"
"demagog",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"demagogic"
"demagogu",0,0,0,0,0,1,1,1,0,0,1,0,0,2,0,0,"demagogue"
"demand",5,2,15,19,7,8,8,10,8,17,9,9,8,10,9,8,"demand"
"demanddriven",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,"demanddriven"
"demandl",0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,"demandled"
"demarc",0,0,0,0,0,1,2,2,1,4,2,0,0,0,0,0,"demarcation"
"demeanor",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"demeanor"
"demilitar",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"demilitarization"
"demin",0,0,0,0,0,0,0,1,0,6,3,6,0,0,0,0,"demining"
"demis",1,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,"demise"
"demobil",0,0,1,1,0,1,1,1,0,2,0,0,0,0,0,0,"demobilization"
"democ",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"democ"
"democra",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"democra"
"democraci",22,20,42,33,31,77,92,101,57,77,77,94,18,80,34,16,"democracies"
"democracybas",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"democracybased"
"democrallc",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"democrallc"
"democrat",19,22,19,27,29,39,49,66,47,67,71,105,13,42,20,29,"democratic"
"democraticallyelect",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"democraticallyelected"
"democrci",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"demograph",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"demographic"
"demonstr",7,7,8,6,4,8,15,17,8,15,11,17,4,4,7,6,"demonstra"
"demonstra",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"demonstra"
"den",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"den"
"deni",4,4,3,0,0,1,2,1,1,9,1,1,6,20,19,6,"denial"
"denial",1,1,1,0,0,0,0,0,1,3,0,3,0,2,0,0,"denial"
"denounc",0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,"denounce"
"densiti",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,"densities"
"denuclear",0,0,0,0,0,2,1,1,0,1,1,2,0,0,1,2,"denuclearization"
"denver",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,"denver"
"depart",8,5,17,0,2,3,4,10,8,28,17,18,5,14,7,0,"departing"
"departmentwid",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"departmentwide"
"departur",0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,"departure"
"depend",16,13,7,5,7,10,10,11,17,24,19,18,5,13,35,8,"depend"
"depl",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"depl"
"deplet",0,1,0,1,2,4,5,5,7,6,4,3,0,0,0,0,"depleted"
"deplor",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"deplored"
"deploy",42,30,17,20,4,14,19,27,12,19,25,32,2,3,6,3,"deploy"
"deport",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"deportation"
"depot",0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,"depots"
"depred",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"depredations"
"depress",1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,"depressed"
"depriv",0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,"deprivation"
"depth",0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,"depth"
"deputi",0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,"deputies"
"derat",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"derate"
"deregul",0,0,0,0,0,0,0,0,2,3,1,3,0,0,0,0,"deregulate"
"deriv",1,3,1,1,0,0,1,1,0,0,0,1,0,1,1,1,"derivatives"
"descent",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"descent"
"describ",0,2,4,0,0,2,2,2,0,1,0,3,0,0,1,1,"describe"
"descriptor",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"descriptors"
"desert",0,0,0,4,1,2,3,3,1,0,1,1,0,0,0,0,"desert"
"desertif",0,0,0,0,0,1,3,3,0,1,0,0,0,0,0,0,"desertification"
"deserv",1,1,0,0,0,1,1,1,1,2,0,0,2,1,2,0,"deserve"
"design",7,4,4,9,5,3,5,10,8,13,13,16,5,4,4,2,"design"
"desir",3,4,1,3,2,1,1,1,1,6,5,12,1,5,0,0,"desirable"
"despair",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"despair"
"desper",0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,"desperate"
"despis",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,"despised"
"despit",7,4,0,9,4,0,0,0,0,4,7,12,0,0,1,4,"despite"
"despot",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,"despotic"
"destabil",4,4,1,4,0,2,2,2,5,6,10,10,0,5,1,3,"destabilization"
"destin",0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,"destination"
"destini",1,1,2,2,0,0,1,1,0,0,0,1,0,0,2,0,"destinies"
"destitut",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"destitution"
"destrcl",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"destrcl"
"destroy",2,1,3,4,2,1,1,1,3,5,3,3,3,3,5,1,"destroy"
"destruc",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,"destruc"
"destruct",2,1,8,10,14,26,26,35,16,28,20,21,20,8,7,6,"destruction"
"detail",4,3,1,0,1,1,4,4,0,0,0,5,0,2,0,0,"detail"
"detain",0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,"detain"
"detaine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,"detained"
"detarget",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"detarget"
"detect",0,1,1,0,0,2,2,4,0,6,6,8,2,8,5,2,"detect"
"detent",0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,"detention"
"deter",30,24,14,11,7,21,24,31,18,37,26,35,9,9,12,12,"deter"
"deterior",2,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,"deteriorating"
"determi",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"determi"
"determin",8,8,5,4,5,9,8,13,3,9,8,8,4,2,10,2,"determinant"
"deterr",69,57,21,22,8,4,4,4,8,13,6,14,6,6,5,3,"deterr"
"deterrenceat",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"deterrenceat"
"deterri",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"deterri"
"detriment",0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,"detriment"
"detroit",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,"detroit"
"dev",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"dev"
"devalu",0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,"devaluations"
"devast",2,1,1,1,1,0,0,1,0,0,2,2,1,2,2,1,"devastated"
"devel",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,"devel"
"develop",63,54,31,47,31,59,71,92,53,99,96,155,66,73,111,36,"develop"
"development",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"development"
"developmentand",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"developmentand"
"developmentl",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"developmentled"
"devic",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"device"
"devis",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"devise"
"devolv",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"devolve"
"devot",4,1,2,0,1,1,1,3,2,2,1,3,1,1,0,1,"devote"
"dfa",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,"dfa"
"dfaadministr",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,"dfaadministrator"
"diagnos",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"diagnose"
"diagnosi",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"diagnosis"
"diagnost",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"diagnostic"
"dialogu",5,3,2,1,3,4,7,7,13,22,28,38,1,1,9,1,"dialogue"
"dialogueto",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"dialogueto"
"diamond",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"diamonds"
"diaspora",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"diaspora"
"dictat",1,2,0,1,1,1,2,2,0,0,1,1,0,5,1,1,"dictate"
"dictatorship",0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,"dictatorship"
"die",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"diehard"
"diehard",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"diehard"
"diff",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"diff"
"differ",11,11,7,11,2,6,6,9,8,8,10,19,17,17,13,2,"differ"
"differenti",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"differentiate"
"difficu",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"difficu"
"difficult",1,3,8,6,0,2,3,3,1,8,9,11,0,2,4,2,"difficult"
"difficulti",3,3,0,1,0,3,2,2,0,1,0,0,0,1,0,1,"difficulties"
"diffus",0,1,2,0,2,0,0,0,0,0,0,0,1,0,4,1,"diffuse"
"digit",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,"digital"
"digniti",2,2,0,0,1,3,4,4,0,0,1,0,10,14,14,4,""
"dilemma",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"dilemmas"
"dilig",1,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,"diligently"
